Code,Country,Site.ID,PrName,PrName.Base,Diversity,Product.Simple,Out.SubInd,Units,MeanT,MeanC
JO0075,Mexico,"Instituto Nacional de Investigaciones Forestales Agricolas y Pecuarias (INIFAP), Celaya",Reduced Tillage,Crop Rotation-Inorganic Fertilizer-Supplemental Irrigation,Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize,Maize,Crop Yield,kg/ha,3900,4500
NM0009,Mexico,"Instituto Nacional de Investigaciones Forestales Agricolas y Pecuarias (INIFAP), Celaya",Crop Residue Incorporation,Crop Rotation-Inorganic Fertilizer,Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize,Maize,Crop Yield,kg/ha,12450,14600
SP0010,Mexico,Celaya (Guanajuato),Inorganic Fertilizer,Improved Varieties,NA,Maize,Crop Yield,kg/ha,11136.3819384527,9187.42907940491
AC0025,Mexico,"San Luis Experiment Station, INIFAP",Reduced Tillage,Improved Varieties-Inorganic Fertilizer-Supplemental Irrigation,Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats,Maize,Crop Yield,kg/ha,7836.42320876694,9284.68009724
AC0025,Mexico,"San Luis Experiment Station, INIFAP",Reduced Tillage,Crop Rotation-Improved Varieties-Inorganic Fertilizer-Supplemental Irrigation,Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats,Maize,Crop Yield,kg/ha,6622.37587080016,6325.04805386905
AC0025,Mexico,"San Luis Experiment Station, INIFAP",Mulch,Improved Varieties-Inorganic Fertilizer-Reduced Tillage-Supplemental Irrigation,Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats,Maize,Crop Yield,kg/ha,11329.2970038113,9880.99985429335
AC0025,Mexico,"San Luis Experiment Station, INIFAP",Mulch,Crop Rotation-Improved Varieties-Inorganic Fertilizer-Reduced Tillage-Supplemental Irrigation,Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats/Maize/Oats,Maize,Crop Yield,kg/ha,8737.71459212139,8782.26646451186
AC0027,Mexico,"Universidad Autonoma Agraria Antonio Narro, Saltillo",Reduced Tillage,"",NA,Maize,Crop Yield,kg/ha,6865.35635040887,6127.67213151966
NM0069,Mexico,"La Laguna Experimental Station, INIFAP",Intercropping,Improved Varieties-Inorganic Fertilizer-Supplemental Irrigation,NA,Maize,Crop Yield,kg/ha,16117.4,17886.5
SP0013,Mexico,CIMMYT’s Norman E. Borlaug experiment station,Crop Residue,Improved Varieties-Inorganic Fertilizer-Reduced Tillage-Supplemental Irrigation,Maize/Wheat,Maize,Crop Yield,kg/ha,4600,5000
AC0138,Mexico,CIMMYT’s Norman E. Borlaug experiment station,Crop Rotation,Improved Varieties-Inorganic Fertilizer-Mulch-Supplemental Irrigation,Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,11134,9913
AC0138,Mexico,CIMMYT’s Norman E. Borlaug experiment station,Crop Rotation,Improved Varieties-Inorganic Fertilizer-Mulch-Supplemental Irrigation,Maize/Safflower/Maize,Maize,Crop Yield,kg/ha,10021,9913
DM0025,Mexico,CIMMYT’s Norman E. Borlaug experiment station,Crop Rotation,Improved Varieties-Inorganic Fertilizer-Mulch-Reduced Tillage-Supplemental Irrigation,Maize/Fallow/Wheat/Fallow/Maize/Fallow,Maize,Crop Yield,kg/ha,11134,9913
DM0025,Mexico,CIMMYT’s Norman E. Borlaug experiment station,Crop Rotation,Improved Varieties-Inorganic Fertilizer-Mulch-Reduced Tillage-Supplemental Irrigation,Maize/Fallow/Safflower/Fallow/Maize/Fallow,Maize,Crop Yield,kg/ha,10021,9913
SP0010,Mexico,Cajeme (Sonora),Inorganic Fertilizer,Improved Varieties,NA,Maize,Crop Yield,kg/ha,59452.5,3928
