Code,Country,Site.ID,PrName,PrName.Base,Diversity,Product.Simple,Out.SubInd,Units,MeanT,MeanC
NM0012,Mexico,"CIMMYT, El Batán Experimental Station",Crop Rotation,Inorganic Fertilizer,Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,4731.66666666667,4070
DM0023,Mexico,"CIMMYT, El Batán Experimental Station",Crop Rotation,Improved Varieties-Inorganic Fertilizer,Maize/Wheat/Maize/Wheat/Maize,Maize,Crop Yield,kg/ha,4734.75,3912.5
DM0023,Mexico,"CIMMYT, El Batán Experimental Station",Crop Rotation,Improved Varieties-Inorganic Fertilizer-Mulch,Maize/Wheat/Maize/Wheat/Maize,Maize,Crop Yield,kg/ha,4734.75,4540.75
NM0015,Brazil,"Luís Eduardo Magalhães, Bahia State",Reduced Tillage,Inorganic Fertilizer-pH Control-Silvopasture,Soybean/Crotalaria ochroleuca/Maize-Ruzigrass/Cotton/Fallow/Soybean/Crotalaria ochroleuca/Maize-Ruzigrass,Maize,Crop Yield,kg/ha,7327,7244
NN0450,Brazil,University of Vicosa,Reduced Tillage,Improved Varieties-Inorganic Fertilizer-Supplemental Irrigation,NA,Common Bean,Crop Yield,kg/ha,3040,1985
CJ0080,Brazil,Embrapa Soybean Experimental Station,Reduced Tillage,Inorganic Fertilizer,Soybean/Wheat/Soybean/Lupin/Maize/Black oats/Maize/Wheat/Maize/Black oats/Maize/Wheat/Maize/Black oats/Maize/Wheat/Maize/Fallow/Maize/Wheat/Maize/Black oats/Maize,Maize,Crop Yield,kg/ha,5508.88888888889,6271.11111111111
CJ0080,Brazil,Embrapa Soybean Experimental Station,Reduced Tillage,Crop Residue Incorporation-Inorganic Fertilizer,Soybean/Wheat/Soybean/Lupin/Maize/Black oats/Maize/Wheat/Maize/Black oats/Maize/Wheat/Maize/Black oats/Maize/Wheat/Maize/Fallow/Maize/Wheat/Maize/Black oats/Maize,Maize,Crop Yield,kg/ha,6330,6410
NM0045,Brazil,Southern Brazil,Reduced Tillage,Crop Rotation-Inorganic Fertilizer,Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize/Black oats/Maize,Maize,Crop Yield,kg/ha,8980,2660
NM0045,Brazil,Southern Brazil,Reduced Tillage,Crop Rotation-Inorganic Fertilizer-Intercropping,Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize/Black oats-Grazing Vetch/Cowpea-Maize,Maize,Crop Yield,kg/ha,7863.33333333333,5496.66666666667
CJ0078,Nicaragua,La Compañía experimental station,Reduced Tillage,Crop Rotation-Inorganic Fertilizer,Maize/Common Bean/Maize/Common Bean/Maize/Common Bean,Common Bean,Crop Yield,kg/ha,1215,1250
CJ0078,Nicaragua,La Compañía experimental station,Reduced Tillage,Inorganic Fertilizer,Maize/Common Bean/Maize/Common Bean/Maize/Common Bean,Common Bean,Crop Yield,kg/ha,1398.33333333333,1270
NM0033,Mexico,"Casas Blancas, Michoacan",Reduced Tillage,"",Common Vetch/Maize/Common Vetch/Maize,Maize,Crop Yield,kg/ha,1112,514
NM0033,Mexico,"Casas Blancas, Michoacan",Reduced Tillage,"",Oats/Oats/Maize/Maize,Maize,Crop Yield,kg/ha,461,514
AC0024,Mexico,"CIMMYT, El Batán Experimental Station",Reduced Tillage,Inorganic Fertilizer,Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,5096.44670050761,3238.57868020304
AC0024,Mexico,"CIMMYT, El Batán Experimental Station",Reduced Tillage,Inorganic Fertilizer,NA,Maize,Crop Yield,kg/ha,5101.52284263959,3274.1116751269
AC0024,Mexico,"CIMMYT, El Batán Experimental Station",Reduced Tillage,Crop Rotation-Inorganic Fertilizer,Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,5710.65989847715,3852.79187817259
NM0012,Mexico,"CIMMYT, El Batán Experimental Station",Reduced Tillage,Inorganic Fertilizer,Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,4801.11111111111,4094.44444444444
NM0012,Mexico,"CIMMYT, El Batán Experimental Station",Reduced Tillage,Inorganic Fertilizer,NA,Maize,Crop Yield,kg/ha,4863.33333333333,3996.66666666667
NM0012,Mexico,"CIMMYT, El Batán Experimental Station",Reduced Tillage,Crop Rotation-Inorganic Fertilizer,Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,5386.66666666667,4766.66666666667
DM0023,Mexico,"CIMMYT, El Batán Experimental Station",Reduced Tillage,Improved Varieties-Inorganic Fertilizer,Maize/Wheat/Maize/Wheat/Maize,Maize,Crop Yield,kg/ha,4734.75,3912.5
DM0023,Mexico,"CIMMYT, El Batán Experimental Station",Reduced Tillage,Improved Varieties-Inorganic Fertilizer-Mulch,Maize/Wheat/Maize/Wheat/Maize,Maize,Crop Yield,kg/ha,4734.75,4540.75
JO0213,Mexico,"CIMMYT, El Batán Experimental Station",Reduced Tillage,Crop Rotation-Inorganic Fertilizer,Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,5898.67167005485,4297.96492113154
CJ0051,Mexico,"Ex-Hacienda El Copal, Universidad de Guanajuato in Irapuato, Guanajuato",Reduced Tillage,Crop Rotation-Improved Varieties-Inorganic Fertilizer,Barley/Maize/Barley/Maize/Barley/Maize/Barley/Maize,Maize,Crop Yield,kg/ha,13788.8888888889,13000
AC0027,Mexico,"Universidad Autonoma Agraria Antonio Narro, Saltillo",Reduced Tillage,"",NA,Maize,Crop Yield,kg/ha,7139.47859741114,6127.67213151966
SP0013,Mexico,CIMMYT’s Norman E. Borlaug experiment station,Reduced Tillage,Improved Varieties-Inorganic Fertilizer-Supplemental Irrigation,Maize/Wheat,Maize,Crop Yield,kg/ha,4600,4600
AC0088,Brazil,Embrapa Cerrados,Supplemental Irrigation,Inorganic Fertilizer-Mulch-pH Control,NA,Coffee,Crop Yield,kg/ha,3948,1590
NM0076,Brazil,Jaboticabal,Improved Fallow,Improved Varieties-Inorganic Fertilizer-Mulch-Reduced Tillage,Pearl Millet/Fallow/Pigeon Pea-Rice/Common Bean,Common Bean,Crop Yield,kg/ha,3628,3052
NM0076,Brazil,Jaboticabal,Improved Fallow,Improved Varieties-Inorganic Fertilizer-Mulch-Reduced Tillage,Pearl Millet/Fallow/Crotalaria breviflora-Rice/Common Bean,Common Bean,Crop Yield,kg/ha,3435,3052
NM0076,Brazil,Jaboticabal,Improved Fallow,Improved Varieties-Inorganic Fertilizer-Mulch-Reduced Tillage,Pearl Millet/Fallow/Crotalaria spectabilis-Rice/Common Bean,Common Bean,Crop Yield,kg/ha,3412,3052
NM0076,Brazil,Jaboticabal,Improved Fallow,Improved Varieties-Inorganic Fertilizer-Mulch-Reduced Tillage,Pearl Millet/Fallow/Rice-Stylosanthes guianensis/Common Bean,Common Bean,Crop Yield,kg/ha,2879,3052
NM0076,Brazil,Jaboticabal,Improved Fallow,Improved Varieties-Inorganic Fertilizer-Mulch-Reduced Tillage,Pearl Millet/Fallow/Arachis pintoi-Rice/Common Bean,Common Bean,Crop Yield,kg/ha,2821,3052
NM0076,Brazil,Jaboticabal,Improved Fallow,Improved Varieties-Inorganic Fertilizer-Mulch-Reduced Tillage,Pearl Millet/Fallow/Calopogonium mucunoides-Rice/Common Bean,Common Bean,Crop Yield,kg/ha,2313,3052
NM0076,Brazil,Jaboticabal,Improved Fallow,Improved Varieties-Inorganic Fertilizer-Mulch-Reduced Tillage,Pearl Millet/Fallow/Jack Bean-Rice/Common Bean,Common Bean,Crop Yield,kg/ha,2304,3052
NM0052,Brazil,Sao Luis Island,Agroforestry Pruning,Crop Rotation-Improved Varieties-Inorganic Fertilizer-pH Control,Sunn Hemp/Maize,Maize,Crop Yield,kg/ha,3895.5,2837
NM0052,Brazil,Sao Luis Island,Agroforestry Pruning,Crop Rotation-Improved Varieties-Inorganic Fertilizer,Sunn Hemp/Maize,Maize,Crop Yield,kg/ha,3568.5,2238
AC0110,Costa Rica,"Tropical Agricultural Research and Higher Education Center (CATIE), Turrialba",Agroforestry Pruning,Inorganic Fertilizer,NA,Coffee,Crop Yield,kg/ha,1520,2174
NN0451,Haiti,Bergeau,Agroforestry Pruning,Improved Varieties-Inorganic Fertilizer,NA,Maize,Crop Yield,kg/ha,2060000,1762500
NN0451,Haiti,St. Georges,Agroforestry Pruning,Improved Varieties-Inorganic Fertilizer,NA,Maize,Crop Yield,kg/ha,3005000,1870250
NN0451,Haiti,Salagnac,Agroforestry Pruning,Improved Varieties-Inorganic Fertilizer,NA,Maize,Crop Yield,kg/ha,2140000,1278750
NM0052,Brazil,Sao Luis Island,pH Control,Crop Rotation-Improved Varieties-Inorganic Fertilizer,Sunn Hemp/Maize,Maize,Crop Yield,kg/ha,3895.5,2238
AC0167,Brazil,Ponta Grosa,pH Control,Crop Rotation-Improved Varieties-Inorganic Fertilizer-Reduced Tillage,Black oats/Maize/Black oats/Soybean/Black oats/Soybean,Maize,Crop Yield,kg/ha,9160,8750
NM0041,Brazil,"West-Central State University, Guarapuava",pH Control,Improved Varieties-Inorganic Fertilizer-Reduced Tillage,Maize/Barley/Common Bean/Wheat,Common Bean,Crop Yield,kg/ha,2115,2080
JO0047,Brazil,Picos-Semi Arid Brazil,pH Control,Improved Varieties-Intercropping,NA,Maize,Crop Yield,kg/ha,1711.37709590062,324.463095845569
NM0046,Brazil,Santa Catarina State University (UDESC),Organic Fertilizer,pH Control,Common Bean/Wheat/Maize/Wheat,Common Bean,Crop Yield,kg/ha,3589.59537572254,1838.15028901734
AC0162,Brazil,"Research Farm, Federal Rural University of Pernambuco, Garanhuns",Organic Fertilizer,Improved Varieties,NA,Common Bean,Crop Yield,kg/ha,2237.33333333333,553
AC0103,Mexico,"Nochixtlan district, valley",Organic Fertilizer,Improved Varieties,NA,Maize,Crop Yield,kg/ha,7865,6720
AC0103,Mexico,"Nochixtlan district, terrace",Organic Fertilizer,Improved Varieties,NA,Maize,Crop Yield,kg/ha,5940,2460
JO0098,Mexico,Escuela Superior de Apan,Organic Fertilizer,pH Control,NA,Maize,Crop Yield,kg/ha,4300,1020
JO0098,Mexico,Escuela Superior de Apan,Organic Fertilizer,Inorganic Fertilizer-pH Control,NA,Maize,Crop Yield,kg/ha,6190,4115
AC0110,Costa Rica,"Tropical Agricultural Research and Higher Education Center (CATIE), Turrialba",Multistrata Agroforestry,Inorganic Fertilizer,NA,Coffee,Crop Yield,kg/ha,1520,2174
NN0450,Brazil,University of Vicosa,Crop Residue Incorporation,Improved Varieties-Inorganic Fertilizer-Supplemental Irrigation,NA,Common Bean,Crop Yield,kg/ha,3040,1985
CJ0080,Brazil,Embrapa Soybean Experimental Station,Crop Residue Incorporation,Inorganic Fertilizer,Soybean/Wheat/Soybean/Lupin/Maize/Black oats/Maize/Wheat/Maize/Black oats/Maize/Wheat/Maize/Black oats/Maize/Wheat/Maize/Fallow/Maize/Wheat/Maize/Black oats/Maize,Maize,Crop Yield,kg/ha,5508.88888888889,6271.11111111111
NM0033,Mexico,"Casas Blancas, Michoacan",Crop Residue Incorporation,"",Common Vetch/Maize/Common Vetch/Maize,Maize,Crop Yield,kg/ha,1782,514
NM0033,Mexico,"Casas Blancas, Michoacan",Crop Residue Incorporation,"",Oats/Oats/Maize/Maize,Maize,Crop Yield,kg/ha,948,514
AC0024,Mexico,"CIMMYT, El Batán Experimental Station",Crop Residue Incorporation,Inorganic Fertilizer,Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,4416.24365482233,3274.1116751269
NM0012,Mexico,"CIMMYT, El Batán Experimental Station",Crop Residue Incorporation,Inorganic Fertilizer,Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,4523.33333333333,3996.66666666667
NN0437,Brazil,Federal University of Santa Maria Frederico Westphalen,Alleycropping,Improved Varieties-Inorganic Fertilizer,Common Bean-Peltophorum dubium/Peltophorum dubium-Soybean,Common Bean,Crop Yield,kg/ha,853.755,2229.249
NN0437,Brazil,Federal University of Santa Maria Frederico Westphalen,Alleycropping,Improved Varieties-Inorganic Fertilizer,Common Bean-Eucalyptus urograndis/Eucalyptus urograndis-Soybean,Common Bean,Crop Yield,kg/ha,966.403,2229.249
NN0451,Haiti,Bergeau,Inorganic Fertilizer Reduction,Improved Varieties-Inorganic Fertilizer,NA,Maize,Crop Yield,kg/ha,2060000,2430000
NN0451,Haiti,St. Georges,Inorganic Fertilizer Reduction,Improved Varieties-Inorganic Fertilizer,NA,Maize,Crop Yield,kg/ha,3005000,2511000
NN0451,Haiti,Salagnac,Inorganic Fertilizer Reduction,Improved Varieties-Inorganic Fertilizer,NA,Maize,Crop Yield,kg/ha,2140000,2230000
AC0162,Brazil,"Research Farm, Federal Rural University of Pernambuco, Garanhuns",Biochar,Improved Varieties,NA,Common Bean,Crop Yield,kg/ha,2237.33333333333,553
JO0098,Mexico,Escuela Superior de Apan,Biochar,pH Control,NA,Maize,Crop Yield,kg/ha,4300,1020
JO0098,Mexico,Escuela Superior de Apan,Biochar,Inorganic Fertilizer-pH Control,NA,Maize,Crop Yield,kg/ha,6190,4115
NN0450,Brazil,University of Vicosa,Crop Residue,Improved Varieties-Inorganic Fertilizer-Supplemental Irrigation,NA,Common Bean,Crop Yield,kg/ha,3040,1985
CJ0080,Brazil,Embrapa Soybean Experimental Station,Crop Residue,Inorganic Fertilizer,Soybean/Wheat/Soybean/Lupin/Maize/Black oats/Maize/Wheat/Maize/Black oats/Maize/Wheat/Maize/Black oats/Maize/Wheat/Maize/Fallow/Maize/Wheat/Maize/Black oats/Maize,Maize,Crop Yield,kg/ha,5508.88888888889,6271.11111111111
NM0033,Mexico,"Casas Blancas, Michoacan",Crop Residue,"",Common Vetch/Maize/Common Vetch/Maize,Maize,Crop Yield,kg/ha,1782,514
NM0033,Mexico,"Casas Blancas, Michoacan",Crop Residue,"",Oats/Oats/Maize/Maize,Maize,Crop Yield,kg/ha,948,514
AC0024,Mexico,"CIMMYT, El Batán Experimental Station",Crop Residue,Inorganic Fertilizer,Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,4416.24365482233,3274.1116751269
NM0012,Mexico,"CIMMYT, El Batán Experimental Station",Crop Residue,Inorganic Fertilizer,Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,4523.33333333333,3996.66666666667
JO0213,Mexico,"CIMMYT, El Batán Experimental Station",Crop Residue,Crop Rotation-Inorganic Fertilizer,Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat/Maize/Wheat,Maize,Crop Yield,kg/ha,5898.67167005485,4297.96492113154
CJ0056,Mexico,"La Tinaja, state of Jalisco. Exp C",Crop Residue,"",NA,Maize,Crop Yield,kg/ha,3282,1578
CJ0051,Mexico,"Ex-Hacienda El Copal, Universidad de Guanajuato in Irapuato, Guanajuato",Crop Residue,Crop Rotation-Improved Varieties-Inorganic Fertilizer,Barley/Maize/Barley/Maize/Barley/Maize/Barley/Maize,Maize,Crop Yield,kg/ha,13788.8888888889,13000
SP0013,Mexico,CIMMYT’s Norman E. Borlaug experiment station,Crop Residue,Improved Varieties-Inorganic Fertilizer-Supplemental Irrigation,Maize/Wheat,Maize,Crop Yield,kg/ha,4600,4600
